NO,국문,영문,학명,관리현황,분류군,학명-수정,특성
256,텍사스해바라기,,Helianthus ciliaris</em> DC.,유입주의 생물,식물,Helianthus ciliaris,"Helianthus ciliaris is a species of sunflower known by the common names Texas blueweed and yerba parda.
Helianthus ciliaris grows in much of the south-central and southwestern United States (from Texas north to Kansas and west to California) and northern Mexico (from Tamaulipas west to Sonora and south to Durango and San Luis Potosí), but it can be found elsewhere in North America where it is an introduced species and often a noxious weed. It is weedy even in much of its native range, growing re"
257,아르헨티나해꽃,,Heliotropium amplexicaule</em> Vahl,유입주의 생물,식물,Heliotropium amplexicaule,"Heliotropium amplexicaule is a species of heliotrope known by several common names, including clasping heliotrope, blue heliotrope, and summer heliotrope. It is native to South America, especially Argentina, but it is known on several other continents where it is an introduced species, and in some areas such as eastern Australia, a noxious weed.
This is a clumpy perennial herb growing branching, hairy stems to about half a meter in maximum height. It has abundant foliage of oblong wavy-edged gre"
258,유럽향기풀,"European heliotrope, European turn-sole",Heliotropium europaeum</em> L.,유입주의 생물,식물,Heliotropium europaeum,"Heliotropium europaeum is a species of heliotrope known by the common names European heliotrope and European turn-sole. It is native to Europe, Asia, and North Africa, but it is widely naturalized elsewhere, such as in Australia and North America. It grows as a roadside weed in some places. This is an annual herb growing from a taproot and reaching maximum heights near 40 centimeters. The stem and oval-shaped leaves are covered in soft hairs. The inflorescences are coiled spikes of white flowers"
259,방사무늬사막달팽이,Desert snail,Helix joppensis</em>,유입주의 생물,무척추동물,Helix joppensis,
260,에스카르고흰줄달팽이,Turkish snail,Helix lucorum</em>,유입주의 생물,무척추동물,Helix lucorum,"Helix lucorum is a species of large, edible, air-breathing land snail, a terrestrial pulmonate gastropod mollusk in the family Helicidae, the typical snails."
261,에스카르고큰달팽이,"Roman snail, Burgundy snail",Helix pomatia</em>,유입주의 생물,무척추동물,Helix pomatia,"Helix pomatia, common names the Roman snail, Burgundy snail, or escargot, is a species of large, air-breathing stylommatophoran land snail native to Europe. It is characterized by a globular brown shell. It is an edible species. Helix pomatia commonly occurs synanthropically throughout its range."
262,열대집도마뱀부치,,Hemidactylus mabouia</em>,유입주의 생물,파충류,Hemidactylus mabouia,"The tropical house gecko, Afro-American house gecko or cosmopolitan house gecko (Hemidactylus mabouia) is a species of house gecko native to sub-Saharan Africa.  It is also currently found in North, Central and South America and the Caribbean, where it has been inadvertently introduced by humans."
263,터키도마뱀부치,,Hemidactylus turcicus</em>,유입주의 생물,파충류,Hemidactylus turcicus,"The Mediterranean house gecko (Hemidactylus turcicus) is a species of house gecko common to the Mediterranean area, from which it has spread to many parts of the world. It is commonly referred to as the Turkish gecko as represented in its Latin name and also as the moon lizard because it emerges in the evening.A study in Portugal found H. turcicus to be totally nocturnal, with its highest activity around 02:00. It is insectivorous, rarely exceeds 15 cm (5.9 in) in length, has large, lidless eyes"
264,긴귀고슴도치,,Hemiechinus auritus</em>,유입주의 생물,포유류,Hemiechinus auritus,The long-eared hedgehog (Hemiechinus auritus) is a species of hedgehog native to Central Asian countries and some countries of the Middle East. The long-eared hedgehog lives in burrows that it either makes or finds and is distinguished by its long ears. It is considered one of the smallest Middle Eastern hedgehogs. This hedgehog is insectivorous but may also feed on small vertebrates and plants. In captivity they can live for over 7 years.Since the long-eared hedgehog is naturally parasite prone
265,카스피해붉은띠곤쟁이,Bloody-red mysid,Hemimysis anomala</em>,유입주의 생물,무척추동물,Hemimysis anomala,"The bloody-red mysid, Hemimysis anomala, is a shrimp-like crustacean in the Mysida order, native to the Ponto-Caspian region, which has been spreading across Europe since the 1950s. In 2006, it was discovered to have invaded the North American Great Lakes."
266,히말라야산양,,Hemitragus jemlahicus</em>,유입주의 생물,포유류,Hemitragus jemlahicus,"The Himalayan tahr (Hemitragus jemlahicus) is a large even-toed ungulate native to the Himalayas in southern Tibet, northern India, western Bhutan and Nepal. It is listed as Near Threatened on the IUCN Red List, as the population is declining due to hunting and habitat loss.A recent phylogenetic analysis indicates that the genus Hemitragus is monospecific, and that the Himalayan tahr is a wild goat.The Himalayan tahr has been introduced to Argentina, New Zealand, South Africa and the United Stat"
267,페르시아어수리,"Persian hogweed, Hogweed, Goplar",Heracleum persicum</em>,유입주의 생물,식물,Heracleum persicum,"Heracleum persicum, commonly known as Persian hogweed or by its native name Golpar (Persian: گلپر) is a species of hogweed, a perennial herbaceous plant in the carrot family Apiaceae. It grows wild in humid mountainous regions in Iran and some adjacent areas. Having been introduced in the 1830s, it has spread across Scandinavia. It is now very common in northern Norway, where one of its names is Tromsø palm.
The plant has also been spotted in Sweden. In Finland, it has been declared an invasive "
268,서양어수리,Sosnowski&apos;s hogweed,Heracleum sosnowskyi</em> Manden,유입주의 생물,식물,Heracleum sosnowskyi,"Heracleum sosnowskyi, or Sosnowsky's hogweed, is a monocarpic perennial herbaceous flowering plant in the carrot family Apiaceae. Its native range includes the central and eastern Caucasus regions of Eurasia and extends into the southern Caucasus region called Transcaucasia. The native ranges of Heracleum sosnowskyi and Heracleum mantegazzianum, a close relative, overlap in the Caucasus region. Sosnowsky's hogweed is now a common weed in the Baltic States, Belarus, Russia, Ukraine, and Poland.
E"
269,작은몽구스,Small indian mongoose,Herpestes auropunctatus</em>,유입주의 생물,포유류,Herpestes auropunctatus,"The small Indian mongoose (Urva auropunctata) is a mongoose species native to Iraq and northern South Asia; it has also been introduced to many regions of the world, such as several Caribbean and Pacific islands."
270,아시아작은몽구스,Small asian mongoose,Herpestes javanicus</em>,유입주의 생물,포유류,Herpestes javanicus,The Javan mongoose (Urva javanica) is a mongoose species native to Southeast Asia.
271,검은창끝겨이삭,Black speargrass,Heteropogon contortus</em> (L.) P.Beauv.,유입주의 생물,식물,Heteropogon contortus,"Heteropogon contortus is a tropical, perennial tussock grass with a native distribution encompassing Southern Africa, southern Asia, Northern Australia, Oceania, and southwestern North America. The species has also become a naturalised weed in tropical and subtropical regions in the Americas and East Asia. The plant grows to 1.5 metres (4.9 ft) in height and is favoured in most environments by frequent burning. The plants develop characteristic dark seeds with a single long awn at one end and a "
272,육눈이모래거미,Six-eyed sand spider,Hexophthalma hahni</em>,유입주의 생물,무척추동물,Hexophthalma hahni,"Hexophthalma is a genus of spiders in the family Sicariidae. Although the genus was originally erected in 1878 (then with the name Hexomma), it was merged into the genus Sicarius in the 1890s, and remained unused until revived in 2017, when it was discovered that the African species then placed in Sicarius were distinct. The English name six-eyed sand spiders is used for members of the genus, particularly Hexophthalma hahni. 
All Hexophthalma species live in Namibia or South Africa. Species in t"
273,북극조밥나물,,Hieracium atratum</em> Fr.,유입주의 생물,식물,Hieracium atratum,
274,유럽여왕조밥나물,,Hieracium glomeratum</em> Froel.,유입주의 생물,식물,Hieracium glomeratum,
275,미끈이조밥나물,,Hieracium laevigatum</em> Willd.,유입주의 생물,식물,Hieracium laevigatum,"Hieracium laevigatum, or smooth hawkweed, is a Eurasian plant species in the tribe Cichorieae within the family Asteraceae. It is widespread across much of Europe and western Asia. It is very similar to Hieracium sabaudum and can be found on dry, more or less nutrient rich soil in light woods, grassy embankments and fields, or on walls.Hieracium laevigatum is an herb up to 60 cm (2 feet) tall, with leaves on the stem rather than in a rosette at the bottom. Leaves are lance-shaped, up to 10 cm (4"
276,동아시아황소개구리,Chinese Edible Frog,Hoplobatrachus rugulosus</em>,유입주의 생물,양서류,Hoplobatrachus rugulosus,"The Chinese edible frog, East Asian bullfrog, or Taiwanese frog (Hoplobatrachus rugulosus) is a species of frog in the family Dicroglossidae. It is found in Cambodia, China, Hong Kong, Laos, Macau, Malaysia, Myanmar, the Philippines, Taiwan, Thailand, and Vietnam. Its natural habitats are freshwater marshes, intermittent freshwater marshes, arable land, pasture land, rural gardens, urban areas, ponds, aquaculture ponds, open excavations, irrigated land, seasonally flooded agricultural land, and "
277,인도황소개구리,Indian bullfrog,Hoplobatrachus tigerinus</em>,유입주의 생물,양서류,Hoplobatrachus tigerinus,"Hoplobatrachus tigerinus, commonly known as the Indian bullfrog, is a large species of fork-tongued frog found in South and Southeast Asia. A relatively large frog, it is normally green in color, although physiological traits vary between populations. Sexual dimorphism exists between males and females. Outside of its native range, H. tigerinus is a rapidly-spreading invasive species. Both adults and tadpoles can severely damage the populations of other frog species. Typically, Indian bullfrogs d"
